participant_id	X3rd_Ventricle	X4th_Ventricle	X5th_Ventricle	Brain_Stem	BrainSeg	BrainSegVol	BrainSegVol_to_eTIV	BrainSegVolNotVent	BrainSegVolNotVentSurf	CC_Anterior	CC_Central	CC_Mid_Anterior	CC_Mid_Posterior	CC_Posterior	CortexVol	CorticalWhiteMatterVol	CSF	EstimatedTotalIntraCranialVol	Laccumb	Lamyg	Lcaud	Left_Cerebellum_Cortex	Left_Cerebellum_White_Matter	Left_choroid_plexus	Left_Inf_Lat_Vent	Left_Lateral_Ventricle	Left_non_WM_hypointensities	Left_VentralDC	Left_vessel	Left_WM_hypointensities	lhCortexVol	lhCorticalWhiteMatterVol	Lhippo	lhSurfaceHoles	Lpal	Lput	LSurfArea	Lthal	LThickness	MaskVol	MaskVol_to_eTIV	non_WM_hypointensities	Optic_Chiasm	Raccumb	Ramyg	Rcaud	rhCortexVol	rhCorticalWhiteMatterVol	Rhippo	rhSurfaceHoles	Right_Cerebellum_Cortex	Right_Cerebellum_White_Matter	Right_choroid_plexus	Right_Inf_Lat_Vent	Right_Lateral_Ventricle	Right_non_WM_hypointensities	Right_VentralDC	Right_vessel	Right_WM_hypointensities	Rpal	Rput	RSurfArea	Rthal	RThickness	SubCortGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	SupraTentorialVolNotVentVox	SurfaceHoles	TotalGrayVol	WM_hypointensities	L_bankssts_surfarea	L_bankssts_thickavg	L_caudalanteriorcingulate_surfarea	L_caudalanteriorcingulate_thickavg	L_caudalmiddlefrontal_surfarea	L_caudalmiddlefrontal_thickavg	L_cuneus_surfarea	L_cuneus_thickavg	L_entorhinal_surfarea	L_entorhinal_thickavg	L_frontalpole_surfarea	L_frontalpole_thickavg	L_fusiform_surfarea	L_fusiform_thickavg	L_inferiorparietal_surfarea	L_inferiorparietal_thickavg	L_inferiortemporal_surfarea	L_inferiortemporal_thickavg	L_insula_surfarea	L_insula_thickavg	L_isthmuscingulate_surfarea	L_isthmuscingulate_thickavg	L_lateraloccipital_surfarea	L_lateraloccipital_thickavg	L_lateralorbitofrontal_surfarea	L_lateralorbitofrontal_thickavg	L_lingual_surfarea	L_lingual_thickavg	L_medialorbitofrontal_surfarea	L_medialorbitofrontal_thickavg	L_middletemporal_surfarea	L_middletemporal_thickavg	L_paracentral_surfarea	L_paracentral_thickavg	L_parahippocampal_surfarea	L_parahippocampal_thickavg	L_parsopercularis_surfarea	L_parsopercularis_thickavg	L_parsorbitalis_surfarea	L_parsorbitalis_thickavg	L_parstriangularis_surfarea	L_parstriangularis_thickavg	L_pericalcarine_surfarea	L_pericalcarine_thickavg	L_postcentral_surfarea	L_postcentral_thickavg	L_posteriorcingulate_surfarea	L_posteriorcingulate_thickavg	L_precentral_surfarea	L_precentral_thickavg	L_precuneus_surfarea	L_precuneus_thickavg	L_rostralanteriorcingulate_surfarea	L_rostralanteriorcingulate_thickavg	L_rostralmiddlefrontal_surfarea	L_rostralmiddlefrontal_thickavg	L_superiorfrontal_surfarea	L_superiorfrontal_thickavg	L_superiorparietal_surfarea	L_superiorparietal_thickavg	L_superiortemporal_surfarea	L_superiortemporal_thickavg	L_supramarginal_surfarea	L_supramarginal_thickavg	L_temporalpole_surfarea	L_temporalpole_thickavg	L_transversetemporal_surfarea	L_transversetemporal_thickavg	R_bankssts_surfarea	R_bankssts_thickavg	R_caudalanteriorcingulate_surfarea	R_caudalanteriorcingulate_thickavg	R_caudalmiddlefrontal_surfarea	R_caudalmiddlefrontal_thickavg	R_cuneus_surfarea	R_cuneus_thickavg	R_entorhinal_surfarea	R_entorhinal_thickavg	R_frontalpole_surfarea	R_frontalpole_thickavg	R_fusiform_surfarea	R_fusiform_thickavg	R_inferiorparietal_surfarea	R_inferiorparietal_thickavg	R_inferiortemporal_surfarea	R_inferiortemporal_thickavg	R_insula_surfarea	R_insula_thickavg	R_isthmuscingulate_surfarea	R_isthmuscingulate_thickavg	R_lateraloccipital_surfarea	R_lateraloccipital_thickavg	R_lateralorbitofrontal_surfarea	R_lateralorbitofrontal_thickavg	R_lingual_surfarea	R_lingual_thickavg	R_medialorbitofrontal_surfarea	R_medialorbitofrontal_thickavg	R_middletemporal_surfarea	R_middletemporal_thickavg	R_paracentral_surfarea	R_paracentral_thickavg	R_parahippocampal_surfarea	R_parahippocampal_thickavg	R_parsopercularis_surfarea	R_parsopercularis_thickavg	R_parsorbitalis_surfarea	R_parsorbitalis_thickavg	R_parstriangularis_surfarea	R_parstriangularis_thickavg	R_pericalcarine_surfarea	R_pericalcarine_thickavg	R_postcentral_surfarea	R_postcentral_thickavg	R_posteriorcingulate_surfarea	R_posteriorcingulate_thickavg	R_precentral_surfarea	R_precentral_thickavg	R_precuneus_surfarea	R_precuneus_thickavg	R_rostralanteriorcingulate_surfarea	R_rostralanteriorcingulate_thickavg	R_rostralmiddlefrontal_surfarea	R_rostralmiddlefrontal_thickavg	R_superiorfrontal_surfarea	R_superiorfrontal_thickavg	R_superiorparietal_surfarea	R_superiorparietal_thickavg	R_superiortemporal_surfarea	R_superiortemporal_thickavg	R_supramarginal_surfarea	R_supramarginal_thickavg	R_temporalpole_surfarea	R_temporalpole_thickavg	R_transversetemporal_surfarea	R_transversetemporal_thickavg	L_bankssts_gmvol	L_caudalanteriorcingulate_gmvol	L_caudalmiddlefrontal_gmvol	L_cuneus_gmvol	L_entorhinal_gmvol	L_frontalpole_gmvol	L_fusiform_gmvol	L_inferiorparietal_gmvol	L_inferiortemporal_gmvol	L_insula_gmvol	L_isthmuscingulate_gmvol	L_lateraloccipital_gmvol	L_lateralorbitofrontal_gmvol	L_lingual_gmvol	L_medialorbitofrontal_gmvol	L_middletemporal_gmvol	L_paracentral_gmvol	L_parahippocampal_gmvol	L_parsopercularis_gmvol	L_parsorbitalis_gmvol	L_parstriangularis_gmvol	L_pericalcarine_gmvol	L_postcentral_gmvol	L_posteriorcingulate_gmvol	L_precentral_gmvol	L_precuneus_gmvol	L_rostralanteriorcingulate_gmvol	L_rostralmiddlefrontal_gmvol	L_superiorfrontal_gmvol	L_superiorparietal_gmvol	L_superiortemporal_gmvol	L_supramarginal_gmvol	L_temporalpole_gmvol	L_transversetemporal_gmvol	R_bankssts_gmvol	R_caudalanteriorcingulate_gmvol	R_caudalmiddlefrontal_gmvol	R_cuneus_gmvol	R_entorhinal_gmvol	R_frontalpole_gmvol	R_fusiform_gmvol	R_inferiorparietal_gmvol	R_inferiortemporal_gmvol	R_insula_gmvol	R_isthmuscingulate_gmvol	R_lateraloccipital_gmvol	R_lateralorbitofrontal_gmvol	R_lingual_gmvol	R_medialorbitofrontal_gmvol	R_middletemporal_gmvol	R_paracentral_gmvol	R_parahippocampal_gmvol	R_parsopercularis_gmvol	R_parsorbitalis_gmvol	R_parstriangularis_gmvol	R_pericalcarine_gmvol	R_postcentral_gmvol	R_posteriorcingulate_gmvol	R_precentral_gmvol	R_precuneus_gmvol	R_rostralanteriorcingulate_gmvol	R_rostralmiddlefrontal_gmvol	R_superiorfrontal_gmvol	R_superiorparietal_gmvol	R_superiortemporal_gmvol	R_supramarginal_gmvol	R_temporalpole_gmvol	R_transversetemporal_gmvol	AvgThickness	TSurfArea
sub-0871	665.5	1307.7	6.6	19336.8	1018680	1018685	0.794974	1007165	1006535.736	766.8	413.3	371.8	392.6	727	451487.6819	373572.0543	828.7	1281406.301	441.6	1224.2	3207.6	45486.9	17315.6	955.2	226.6	3692.1	0	3486.7	29.8	0	225763.3913	186976.583	4318.1	62	1413.3	5433.7	74877.8	7594.6	2.61869	1468011	1.145625	7.8	126.9	497.3	1311.3	3313.9	225724.2906	186595.4714	4356.5	77	49482.8	15428.6	1159.3	257.5	3119.2	0	3702	51.1	0	1351.7	5069.3	75250.3	7084.2	2.59758	55660	891432.7362	882446.7362	881259	139	600877.6819	1276.1	943	2.626	619	3.25	2147	2.74	1108	1.945	255	3.553	231	2.728	2630	2.551	4079	2.612	2291	2.45	2510	2.929	880	3.029	4033	2.109	2457	2.611	2490	1.835	1583	2.421	2239	3.01	1101	2.729	540	2.874	1559	2.585	554	3.03	1559	2.48	995	1.77	3592	2.229	1136	2.88	3944	2.803	3929	2.476	597	3.313	5524	2.597	6523	2.974	4979	2.45	3493	2.926	3372	2.876	418	3.685	567	2.61	859	2.533	558	3.046	1635	2.632	1438	2.191	263	3.812	293	2.626	2446	2.724	4450	2.664	2421	2.505	1991	3.126	856	2.378	4440	2.445	2359	2.591	2498	2.016	1547	2.726	2828	2.808	1454	2.58	603	2.684	1368	2.507	675	2.555	1617	2.517	1223	1.89	3299	2.258	1097	2.589	4709	2.688	3946	2.65	489	2.989	4756	2.349	6680	2.914	5150	2.369	3462	2.964	3241	2.647	293	3.884	305	2.747	2503	2453	6579	2469	1245	942	7862	12395	6732	7207	2803	10498	6813	4920	4182	9405	3330	1907	4628	2254	4513	1750	9446	3671	12269	10873	2290	17714	22790	14474	12056	10902	2410	1733	2319	1862	4868	3504	1423	1149	7935	13915	7574	6088	2205	13269	6652	5710	4762	10785	4162	1966	3913	2323	4684	2215	8574	3186	13813	10659	1846	14307	23338	14185	11912	9232	1798	957	n/a	n/a
sub-0883	891	1411.4	0	22122.2	1289260	1289256	0.750888	1263243	1263273.302	886	409.2	422.6	498.7	1058.3	547176.7729	494487.5295	993	1716975.265	500.9	2028.7	4494.2	58389.7	17412.6	1508.7	439.1	8692.5	0	4153.5	50.9	0	274076.5002	247901.4309	4168.7	77	1647.2	7391.2	92326.8	9085.6	2.61414	1808626	1.053379	62.4	140.9	660.3	1903.4	4472.4	273100.2727	246586.0986	4141.4	77	62697.5	17257.5	2044.4	174.8	10238.4	0	4350.9	99.5	0	1539.9	5873.4	91079.3	8512	2.6579	67245	1134215.302	1111261.302	1108790	154	735309.7729	1454.7	732	2.581	663	2.639	2855	2.889	1714	2.013	589	2.679	226	2.928	3554	2.486	4696	2.673	2774	2.351	1933	3.088	1087	2.598	6348	2.201	2551	2.794	3071	2.179	1926	2.482	2094	2.556	1452	2.703	818	2.682	1612	2.86	687	2.867	1428	2.798	1645	1.885	5351	2.305	1324	2.529	5447	2.814	4979	2.592	782	3.127	6597	2.638	7440	3.093	5783	2.554	4360	2.699	4618	2.817	518	3.266	674	2.541	841	2.907	891	2.926	2243	2.837	1648	2.088	339	2.793	262	3.181	3495	2.764	5179	2.783	3076	2.723	2076	3.115	808	2.706	5731	2.379	2937	2.517	3730	2.301	1934	2.775	2927	2.741	2123	2.82	770	2.623	1311	2.931	912	2.751	1358	2.661	2163	1.769	4224	2.099	1136	2.872	5021	2.872	4150	2.742	982	2.907	6758	2.437	6992	3.051	6367	2.576	3582	2.857	4287	2.886	530	2.781	296	2.881	1947	2075	8702	3744	2222	1017	9923	14278	7531	6162	2921	16463	8034	7536	5579	7075	4173	2568	5511	2586	4803	2743	13741	3688	16614	13900	2779	20890	27009	16484	14109	14622	2725	2073	2419	3031	7047	3859	1081	1373	11123	16296	10123	6633	2388	14731	8236	9519	6296	9614	6528	2141	4579	3377	4447	3489	9919	3613	15349	11842	3273	20676	25517	18328	12308	13867	2362	972	n/a	n/a
sub-0884	817.9	1257.8	0	20400.7	1211400	1211398	0.777283	1198107	1197978.274	817.4	863	985.5	526.1	936.1	502629.5409	493621.7326	994.8	1558503.825	858.7	1583	4025.3	53661.1	15344.8	916.3	340.5	4003.5	0	4636.8	31.6	0	251755.4492	245943.7922	4006.7	61	1532.7	6153.6	91233.5	8737.6	2.49861	1683862	1.080435	8.6	156.5	1002.6	1598.8	3919.3	250874.0917	247677.9404	4315.6	83	54687.3	16108.4	902.9	90.7	4354	0	4516.5	33.9	0	1470.9	5756.7	92714.6	7806.3	2.45883	63891	1072511.274	1062151.274	1060138	144	673695.5409	1495.5	1424	2.579	674	2.503	2513	3.015	1942	1.982	428	2.643	274	2.219	3808	2.302	5026	2.386	3833	2.206	1903	3.099	1121	2.48	5283	1.951	2349	2.685	3479	1.871	1941	2.177	3570	2.704	1611	2.487	1005	2.246	1952	2.864	632	2.85	1478	2.714	1803	1.734	3779	2.182	1670	2.639	4775	2.759	3358	2.449	527	2.959	6482	2.568	7135	3.138	6218	2.344	4104	2.702	4250	2.624	419	3.03	469	1.979	1059	2.509	930	2.4	2475	2.694	1788	1.781	324	3.113	391	2.858	4031	2.357	6564	2.647	3593	2.197	2628	2.859	1012	2.575	5807	2.277	2389	2.411	4025	1.952	1584	1.912	4055	2.538	1216	2.413	930	2.093	1475	2.7	839	2.476	1526	2.443	1997	1.63	3688	2.011	1418	2.687	4576	2.545	4500	2.589	860	2.846	6413	2.385	6925	2.931	5639	2.4	3881	2.725	3418	2.784	404	3.27	354	2.345	3395	1762	8179	4160	1606	769	9924	13843	9831	5919	2931	12063	6914	7206	4810	12221	4378	2523	6371	2355	4493	2986	9218	4793	14444	8658	1788	19017	25257	15968	12454	12096	1791	966	2568	2537	7601	3336	1428	1554	10309	19270	9561	7581	2935	14349	6327	8208	3562	12585	3079	2131	4437	2693	4277	3040	7993	4160	12493	12289	2857	18104	22914	14789	12057	10500	1966	962	n/a	n/a
sub-0916	n/a	n/a	n/a	n/a	1089130	1089127	0.785061	1056815	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1393.6	1387314.741	591.8	1532.3	3826.1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4327	n/a	1499.7	5898	n/a	7024.7	n/a	n/a	n/a	n/a	n/a	722.2	1545.9	3831.3	n/a	n/a	4373.4	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1314	5575.6	n/a	6496.3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
sub-0926	465.9	1251.9	0	20183.5	1077410	1077407	0.774003	1068393	1068267.61	942.7	509.4	431.7	503.3	825.1	462548.3487	437371.2617	404	1391993.947	617.6	1976.4	3954.4	40584	12631.6	911.1	119.4	3171.9	0	4084.9	121.5	0	230949.0082	216878.0449	4096.3	70	1516.6	6129	81778.7	7474.2	2.48963	1480004	1.063226	8.5	229.6	721.8	2014.6	3843.4	231599.3405	220493.2168	4163	56	42398.9	13732.5	960.7	211.5	2194	0	4215.9	99.5	0	1559	5651.3	82509.3	6437.6	2.49095	60750	969242.6105	962043.6105	960720	126	605540.3487	1483.9	1082	2.476	774	3.355	2139	2.782	1514	1.885	480	2.684	235	3.053	3330	2.269	5037	2.419	2704	2.116	1988	3.02	837	2.873	4564	2.022	2635	2.475	3711	2.063	1997	2.321	2939	2.48	1272	2.525	735	2.636	1803	2.91	594	2.309	1233	2.798	1835	1.798	3929	2.219	1127	2.82	4120	2.809	3393	2.514	879	3.106	4667	2.371	7041	2.832	4653	2.184	3649	2.984	4007	2.609	521	3.102	358	2.723	908	2.555	700	3.065	2529	2.707	1581	1.975	346	2.422	231	2.996	2593	2.431	5558	2.658	2864	2.272	1921	2.813	696	2.78	4614	2.225	2468	2.414	3626	2.093	2007	2.339	3623	2.465	1425	2.677	772	2.709	1645	2.822	738	2.368	1435	2.604	1909	1.822	3466	2.174	1029	2.919	3807	2.734	4024	2.593	852	2.557	5123	2.184	6653	2.737	4980	2.325	3724	2.855	3869	2.699	458	2.89	338	2.227	2757	2900	6499	3165	1535	1086	8982	14375	6843	5977	2500	10810	7189	8774	5327	9382	3463	2232	5965	1831	3893	3192	9779	3542	12825	9540	3165	13349	23274	11558	13044	12039	2336	1069	2410	2363	7874	3579	1141	1111	6961	16450	7694	5664	1982	11726	6578	8343	5584	11089	3924	2439	5301	2386	4492	3151	8399	3284	11481	11141	2254	13755	21575	13023	12818	11615	2126	831	n/a	n/a
sub-0929	643.6	1400.5	0	20730.7	1205590	1205594	0.778762	1187686	1187898.614	799.1	564.8	803.4	582.9	1042.3	510040.1121	496320.5017	911.3	1548090.682	519.9	1418.1	3572.6	46871.9	13612	1184.8	119	6168.7	0	3706.2	62.2	0	256909.5145	247561.1846	4432.4	82	1481	5836.2	91715.9	7663.2	2.51577	1681648	1.086272	2.7	99.8	718.9	1602.5	3911.1	253130.5976	248759.3171	4856.4	83	50412.4	13542.3	1352.6	43.4	6588.3	0	3819.6	72.2	0	1510	5121.5	91125.1	6918	2.4863	59011	1082546.614	1067373.614	1065145	165	665427.1121	903.5	1405	2.433	594	2.65	2167	2.738	1481	1.658	446	2.099	246	2.059	3640	2.525	4994	2.562	3226	2.198	2395	3.019	1054	2.693	5521	2.259	3244	2.593	3226	2.162	2053	2.179	2948	2.498	1382	2.52	766	2.443	1930	2.95	850	2.712	1382	2.695	1169	1.714	4392	2.24	1155	2.613	4719	2.566	4925	2.461	927	3.111	5437	2.451	8590	2.832	5496	2.376	3782	2.803	5014	2.77	549	2.774	610	2.391	1047	2.779	652	2.282	1771	2.472	1795	1.895	330	2.239	365	2.241	3284	2.622	6190	2.623	3192	2.49	2438	2.854	1021	2.67	4964	2.437	2648	2.406	3443	2.107	2076	2.201	3591	2.573	1590	2.367	728	2.417	1315	2.538	845	2.482	1795	2.485	1454	1.699	4098	2.226	1259	2.505	5129	2.502	4853	2.667	734	2.554	6185	2.26	7757	2.702	5664	2.394	3909	2.81	4241	2.725	327	2.829	434	2.562	3455	1724	6547	2627	1361	728	10694	14450	8736	7194	2916	14584	9417	7829	4897	10016	3656	2104	6666	2917	3966	1812	11074	3219	12798	12811	3247	15559	27851	14606	12531	15349	2277	1611	2816	1678	4892	3654	1009	1245	9757	18328	10056	7041	2962	13148	6926	7704	5268	11955	4075	1935	3835	2740	5378	2137	10051	3379	14108	13138	2149	17055	24612	15431	13209	13150	1198	1305	n/a	n/a
sub-0936	821.9	2145.1	0	22280.8	1221320	1221320	0.751609	1192455	1192828.05	941.7	372.1	521.4	537.8	892.7	491673.0095	494630.0404	963.6	1624941.565	707.8	2135.1	4187.5	55090.3	14463.2	1565.1	402	9426.7	0	3951.6	49.9	0	243929.5686	245875.9961	4369.2	67	1515.9	6063.9	89283.9	9571.9	2.43992	1707195	1.050619	19.5	124.7	799.6	2002.9	4359.7	247743.4409	248754.0443	4621.5	58	57936.2	14399.1	2059.2	213.6	11449.3	0	4265.7	69.3	0	1607	5902.6	89835.3	8607.2	2.45858	66721	1080460.05	1055375.05	1052587	125	670429.0095	1161.8	995	2.554	643	2.851	2268	2.78	1555	1.865	538	2.614	189	2.694	3633	2.083	4962	2.46	3605	2.018	2402	3.042	1090	2.548	5087	1.9	2697	2.435	2787	1.956	1721	2.269	3041	2.459	1287	2.468	728	2.795	1718	2.754	585	2.451	1271	2.623	1402	1.657	4794	2.104	1097	2.595	4952	2.575	4108	2.458	804	3.238	6308	2.479	8046	2.816	6721	2.178	3670	2.884	3583	2.881	543	3.212	454	2.433	992	2.785	1135	2.68	2424	2.558	1773	1.797	411	3.164	294	2.509	2957	2.464	5100	2.656	3017	2.202	2533	2.922	876	2.438	5411	2.191	2733	2.337	3081	2.109	1808	2.172	3681	2.607	1735	2.358	656	2.556	1322	2.756	803	2.594	1357	2.429	1519	1.567	5046	2.107	1498	2.562	4979	2.656	4182	2.471	765	3.138	6119	2.323	6654	2.781	6308	2.271	3644	2.852	4356	2.642	359	3.776	307	2.115	2456	1937	6657	3073	1781	863	8603	14160	8896	7287	2886	11504	7566	5985	4313	9891	3409	2408	5399	1889	3798	2110	11204	3144	13697	10326	3003	18832	25979	16269	12800	11330	2526	1152	2670	3445	6983	3402	1889	1090	8330	15348	7885	7512	2131	13332	7235	7126	4766	12386	4170	2027	4127	2834	3741	2213	11575	4149	14654	10460	2695	17640	21319	15966	12228	12936	1953	726	n/a	n/a
sub-0959	376.3	1322.3	0	22487.2	1301840	1301845	0.745528	1290663	1290305.943	887.6	562.9	453.9	441.5	854.4	557885.5535	525185.3897	496.8	1746205.897	736.8	2105.8	4254.3	55060.8	13727.1	982.1	66	3785.8	0	4733.2	137.2	0	286280.2523	263321.9587	4556.2	100	1882.9	7690.1	102315	10044.5	2.48887	1771519	1.014496	9.7	368.2	684.1	1890.3	4391	271605.3013	261863.4309	4746.2	138	53736.3	13578.4	1499.9	224	3036	0	4540.9	174.9	0	1667.6	7427.9	101735	9248.6	2.37928	73386	1167990.943	1158658.943	1156703	238	738647.5535	3370	1250	2.541	675	2.84	2585	2.648	1739	2.102	458	2.608	297	3.087	4155	2.458	5515	2.433	3779	2.32	2559	3.177	1293	2.554	5489	2.041	2791	2.504	3481	2.012	2334	2.237	3536	2.639	1646	2.575	933	2.554	2039	2.82	591	2.556	2036	2.435	1716	2.084	4799	2.092	1447	2.842	5945	2.697	5654	2.53	1160	2.729	7171	2.412	9050	2.713	6100	2.282	4345	2.753	4668	2.728	483	2.223	597	2.519	1126	2.57	945	2.702	2511	2.275	2049	2.159	459	2.263	317	2.303	3782	2.477	5545	2.472	4268	2.183	2618	2.892	1031	2.637	4682	2.233	2851	2.362	3831	2.232	2164	1.942	3808	2.494	1954	2.513	796	2.735	1618	2.481	842	1.987	2263	2.358	2073	1.729	4617	2.107	1518	2.642	5236	2.582	5395	2.638	639	2.069	6752	2.094	9543	2.536	7129	2.297	3802	2.506	4637	2.514	486	1.934	447	2.425	3336	1899	7109	3992	1653	1408	12101	16315	11019	8385	3758	13112	8381	7934	6329	12149	4539	2678	6619	2142	6149	3460	11274	4322	17016	15161	3901	20976	27894	15693	13753	14464	1615	1752	2973	3017	6624	4675	1363	1086	10599	15503	11602	7939	2877	11534	7540	9509	5171	11868	4924	2623	4792	2219	6777	3359	10965	4296	14752	14525	1379	17786	28906	18287	10913	12920	1329	1275	n/a	n/a
sub-0981	n/a	n/a	n/a	n/a	1263210	1263210	0.760158	1239455	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1367.2	1661773.199	641.6	1488.5	4702.7	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4184.2	n/a	1539.4	6046.5	n/a	8642.2	n/a	n/a	n/a	n/a	n/a	802.5	1476.9	4832.9	n/a	n/a	4199.2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1368.6	5769	n/a	7808	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
sub-0988	1068.5	1240.6	0	19326.3	1238190	1238188	0.794198	1217883	1218159.963	980.7	641.9	528.8	549.5	991.6	528719.2142	494335.7485	1289.6	1559041.316	712.2	1629.3	4035.3	48971.8	14533.8	998.7	225.5	8063.6	0	4379.4	38.2	0	267752.3289	245852.686	4719.9	109	1575.7	6250.6	91397.8	7982.3	2.57408	1716101	1.100741	26.3	83.8	797.2	1732.5	4307.4	260966.8853	248483.0625	4319	109	52779.2	17081.9	1338	93.6	6664	0	4160.1	24.1	0	1483.1	5969.7	93916	7590.6	2.48647	63942	1105836.963	1088826.963	1086629	218	693143.2142	1149.1	978	2.496	751	2.806	2531	2.68	2011	2.098	368	3.433	248	2.782	3347	2.369	4023	2.599	3481	2.301	2938	2.682	1254	2.464	5089	2.251	2895	2.777	3060	1.98	2161	2.457	2818	2.708	1777	2.603	847	2.665	1926	2.661	695	2.972	1359	2.821	1553	1.914	4195	2.104	1363	2.576	5585	2.502	3965	2.529	642	2.965	5911	2.616	8826	2.973	5465	2.417	3917	3.248	4409	2.737	470	3.995	540	2.247	919	2.61	785	2.453	2104	2.55	1922	2.007	500	3.241	348	2.501	3005	2.613	5042	2.64	3363	2.58	2731	2.94	1107	2.312	5604	2.467	2746	2.539	3595	2.12	2072	2.167	3183	2.526	1489	2.537	834	2.531	1414	2.916	1050	2.337	1852	2.225	1819	1.912	4456	2.079	1253	2.682	5829	2.441	4411	2.583	489	2.547	6250	2.213	8941	2.609	6204	2.3	3791	2.895	4060	2.88	367	4.258	380	2.247	2557	2221	7437	4507	1673	1089	8952	12141	10543	7465	3187	13962	8395	6674	6145	10013	5004	2700	6050	2749	4677	2763	9857	3769	15079	10857	2099	18677	30955	14900	15404	14224	2938	1229	2412	2193	6189	4240	2146	1362	8694	14866	10737	7789	2662	15517	7560	8423	5401	9770	3831	2467	4579	3531	4990	3331	10113	3650	14539	12021	1410	17494	27553	15216	12735	12896	2484	952	n/a	n/a
