participant_id	X3rd_Ventricle	X4th_Ventricle	X5th_Ventricle	Brain_Stem	BrainSeg	BrainSegVol	BrainSegVol_to_eTIV	BrainSegVolNotVent	BrainSegVolNotVentSurf	CC_Anterior	CC_Central	CC_Mid_Anterior	CC_Mid_Posterior	CC_Posterior	CortexVol	CorticalWhiteMatterVol	CSF	EstimatedTotalIntraCranialVol	Laccumb	Lamyg	Lcaud	Left_Cerebellum_Cortex	Left_Cerebellum_White_Matter	Left_choroid_plexus	Left_Inf_Lat_Vent	Left_Lateral_Ventricle	Left_non_WM_hypointensities	Left_VentralDC	Left_vessel	Left_WM_hypointensities	lhCortexVol	lhCorticalWhiteMatterVol	Lhippo	lhSurfaceHoles	Lpal	Lput	LSurfArea	Lthal	LThickness	MaskVol	MaskVol_to_eTIV	non_WM_hypointensities	Optic_Chiasm	Raccumb	Ramyg	Rcaud	rhCortexVol	rhCorticalWhiteMatterVol	Rhippo	rhSurfaceHoles	Right_Cerebellum_Cortex	Right_Cerebellum_White_Matter	Right_choroid_plexus	Right_Inf_Lat_Vent	Right_Lateral_Ventricle	Right_non_WM_hypointensities	Right_VentralDC	Right_vessel	Right_WM_hypointensities	Rpal	Rput	RSurfArea	Rthal	RThickness	SubCortGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	SupraTentorialVolNotVentVox	SurfaceHoles	TotalGrayVol	WM_hypointensities	L_bankssts_surfarea	L_bankssts_thickavg	L_caudalanteriorcingulate_surfarea	L_caudalanteriorcingulate_thickavg	L_caudalmiddlefrontal_surfarea	L_caudalmiddlefrontal_thickavg	L_cuneus_surfarea	L_cuneus_thickavg	L_entorhinal_surfarea	L_entorhinal_thickavg	L_frontalpole_surfarea	L_frontalpole_thickavg	L_fusiform_surfarea	L_fusiform_thickavg	L_inferiorparietal_surfarea	L_inferiorparietal_thickavg	L_inferiortemporal_surfarea	L_inferiortemporal_thickavg	L_insula_surfarea	L_insula_thickavg	L_isthmuscingulate_surfarea	L_isthmuscingulate_thickavg	L_lateraloccipital_surfarea	L_lateraloccipital_thickavg	L_lateralorbitofrontal_surfarea	L_lateralorbitofrontal_thickavg	L_lingual_surfarea	L_lingual_thickavg	L_medialorbitofrontal_surfarea	L_medialorbitofrontal_thickavg	L_middletemporal_surfarea	L_middletemporal_thickavg	L_paracentral_surfarea	L_paracentral_thickavg	L_parahippocampal_surfarea	L_parahippocampal_thickavg	L_parsopercularis_surfarea	L_parsopercularis_thickavg	L_parsorbitalis_surfarea	L_parsorbitalis_thickavg	L_parstriangularis_surfarea	L_parstriangularis_thickavg	L_pericalcarine_surfarea	L_pericalcarine_thickavg	L_postcentral_surfarea	L_postcentral_thickavg	L_posteriorcingulate_surfarea	L_posteriorcingulate_thickavg	L_precentral_surfarea	L_precentral_thickavg	L_precuneus_surfarea	L_precuneus_thickavg	L_rostralanteriorcingulate_surfarea	L_rostralanteriorcingulate_thickavg	L_rostralmiddlefrontal_surfarea	L_rostralmiddlefrontal_thickavg	L_superiorfrontal_surfarea	L_superiorfrontal_thickavg	L_superiorparietal_surfarea	L_superiorparietal_thickavg	L_superiortemporal_surfarea	L_superiortemporal_thickavg	L_supramarginal_surfarea	L_supramarginal_thickavg	L_temporalpole_surfarea	L_temporalpole_thickavg	L_transversetemporal_surfarea	L_transversetemporal_thickavg	R_bankssts_surfarea	R_bankssts_thickavg	R_caudalanteriorcingulate_surfarea	R_caudalanteriorcingulate_thickavg	R_caudalmiddlefrontal_surfarea	R_caudalmiddlefrontal_thickavg	R_cuneus_surfarea	R_cuneus_thickavg	R_entorhinal_surfarea	R_entorhinal_thickavg	R_frontalpole_surfarea	R_frontalpole_thickavg	R_fusiform_surfarea	R_fusiform_thickavg	R_inferiorparietal_surfarea	R_inferiorparietal_thickavg	R_inferiortemporal_surfarea	R_inferiortemporal_thickavg	R_insula_surfarea	R_insula_thickavg	R_isthmuscingulate_surfarea	R_isthmuscingulate_thickavg	R_lateraloccipital_surfarea	R_lateraloccipital_thickavg	R_lateralorbitofrontal_surfarea	R_lateralorbitofrontal_thickavg	R_lingual_surfarea	R_lingual_thickavg	R_medialorbitofrontal_surfarea	R_medialorbitofrontal_thickavg	R_middletemporal_surfarea	R_middletemporal_thickavg	R_paracentral_surfarea	R_paracentral_thickavg	R_parahippocampal_surfarea	R_parahippocampal_thickavg	R_parsopercularis_surfarea	R_parsopercularis_thickavg	R_parsorbitalis_surfarea	R_parsorbitalis_thickavg	R_parstriangularis_surfarea	R_parstriangularis_thickavg	R_pericalcarine_surfarea	R_pericalcarine_thickavg	R_postcentral_surfarea	R_postcentral_thickavg	R_posteriorcingulate_surfarea	R_posteriorcingulate_thickavg	R_precentral_surfarea	R_precentral_thickavg	R_precuneus_surfarea	R_precuneus_thickavg	R_rostralanteriorcingulate_surfarea	R_rostralanteriorcingulate_thickavg	R_rostralmiddlefrontal_surfarea	R_rostralmiddlefrontal_thickavg	R_superiorfrontal_surfarea	R_superiorfrontal_thickavg	R_superiorparietal_surfarea	R_superiorparietal_thickavg	R_superiortemporal_surfarea	R_superiortemporal_thickavg	R_supramarginal_surfarea	R_supramarginal_thickavg	R_temporalpole_surfarea	R_temporalpole_thickavg	R_transversetemporal_surfarea	R_transversetemporal_thickavg	L_bankssts_gmvol	L_caudalanteriorcingulate_gmvol	L_caudalmiddlefrontal_gmvol	L_cuneus_gmvol	L_entorhinal_gmvol	L_frontalpole_gmvol	L_fusiform_gmvol	L_inferiorparietal_gmvol	L_inferiortemporal_gmvol	L_insula_gmvol	L_isthmuscingulate_gmvol	L_lateraloccipital_gmvol	L_lateralorbitofrontal_gmvol	L_lingual_gmvol	L_medialorbitofrontal_gmvol	L_middletemporal_gmvol	L_paracentral_gmvol	L_parahippocampal_gmvol	L_parsopercularis_gmvol	L_parsorbitalis_gmvol	L_parstriangularis_gmvol	L_pericalcarine_gmvol	L_postcentral_gmvol	L_posteriorcingulate_gmvol	L_precentral_gmvol	L_precuneus_gmvol	L_rostralanteriorcingulate_gmvol	L_rostralmiddlefrontal_gmvol	L_superiorfrontal_gmvol	L_superiorparietal_gmvol	L_superiortemporal_gmvol	L_supramarginal_gmvol	L_temporalpole_gmvol	L_transversetemporal_gmvol	R_bankssts_gmvol	R_caudalanteriorcingulate_gmvol	R_caudalmiddlefrontal_gmvol	R_cuneus_gmvol	R_entorhinal_gmvol	R_frontalpole_gmvol	R_fusiform_gmvol	R_inferiorparietal_gmvol	R_inferiortemporal_gmvol	R_insula_gmvol	R_isthmuscingulate_gmvol	R_lateraloccipital_gmvol	R_lateralorbitofrontal_gmvol	R_lingual_gmvol	R_medialorbitofrontal_gmvol	R_middletemporal_gmvol	R_paracentral_gmvol	R_parahippocampal_gmvol	R_parsopercularis_gmvol	R_parsorbitalis_gmvol	R_parstriangularis_gmvol	R_pericalcarine_gmvol	R_postcentral_gmvol	R_posteriorcingulate_gmvol	R_precentral_gmvol	R_precuneus_gmvol	R_rostralanteriorcingulate_gmvol	R_rostralmiddlefrontal_gmvol	R_superiorfrontal_gmvol	R_superiorparietal_gmvol	R_superiortemporal_gmvol	R_supramarginal_gmvol	R_temporalpole_gmvol	R_transversetemporal_gmvol	AvgThickness	TSurfArea
sub-0993	673.1	1787.6	3.9	22386.3	1124480	1124483	0.792006	1111599	1111473.468	865.5	531.7	506.8	606.9	1174.8	459176.4285	436011.0398	1374	1419790.712	567.4	1609.8	3161.8	57002.4	20256.2	963.4	67	3892.4	0	4126.5	0	0	230568.5639	216835.8317	4754.6	38	1915.6	6084	78499.9	7908.7	2.62668	1620818	1.141589	8.7	142.3	733.2	1612.6	3418.1	228607.8646	219175.2082	4577.4	39	60534.5	19343.1	1080.3	93.6	3871.8	0	4269.2	21	0	1576.1	5704.1	79576.6	7350.9	2.56723	61573	967915.4683	958438.4683	956749	77	636897.4285	1005.2	649	2.438	728	2.879	1901	3.03	1638	1.77	441	3.039	229	3.057	3098	2.575	4712	2.643	3262	2.3	2114	2.978	896	2.662	4718	2.174	2287	2.584	2796	2.082	1703	2.249	3355	2.897	978	2.675	669	2.944	1872	2.856	525	3.194	1270	2.941	1283	1.793	3557	2.161	1015	2.519	3761	2.969	3892	2.546	822	2.976	5066	2.637	5610	3.214	6121	2.452	3336	2.862	3299	2.922	504	3.281	394	2.412	793	2.638	568	2.767	2351	2.861	1612	2.069	434	2.902	300	2.481	2976	2.541	5578	2.708	3051	2.554	2668	3.051	610	2.748	4825	2.444	2101	2.443	2762	2.166	1735	2.136	3127	2.673	1540	2.422	674	2.803	1410	2.763	664	2.387	1523	2.732	1393	1.763	n/a	n/a	934	2.728	n/a	n/a	3399	2.603	541	2.699	5853	2.351	6997	2.912	4663	2.378	3193	2.708	n/a	n/a	426	3.324	314	2.693	1575	2174	6154	2969	1701	1073	9268	14474	9204	6455	2516	11952	5839	6102	4225	11851	2763	2335	6118	2320	4408	2143	8755	2739	12198	10458	2823	16079	20615	16506	11100	10709	2131	950	2058	1718	7377	3677	1739	1105	8402	16951	9139	7863	1735	13621	5656	6490	4347	10177	4372	2057	4361	2238	4974	2168	n/a	2619	n/a	9198	1852	16848	23467	11780	9941	n/a	2149	985	n/a	n/a
sub-0996	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	842	2.817	560	2.884	2596	2.819	1781	1.786	493	2.74	209	2.735	3643	2.487	4289	2.587	3531	2.316	2283	2.985	1094	3.053	5553	2.187	2639	2.65	3029	1.907	1920	2.575	2861	2.605	1839	2.809	890	2.633	2135	2.968	672	2.599	1451	2.709	1598	1.674	4836	2.169	1090	3.041	5039	2.793	4512	2.761	818	3.269	6509	2.672	7600	3.334	6643	2.392	3623	2.658	3605	2.846	483	2.676	614	2.194	776	2.845	1003	2.813	1981	3.1	2005	1.898	447	2.465	314	2.538	3131	2.648	5770	2.809	3313	2.385	2173	2.894	922	2.904	5874	2.245	2797	2.358	3596	2.068	1938	2.368	3239	2.719	1711	2.763	748	2.753	1598	2.687	666	2.374	1528	2.523	1827	1.523	4078	2.059	1414	2.98	4990	2.732	4504	2.725	808	3.009	6556	2.286	7247	3.004	5686	2.515	3245	2.636	4501	2.719	442	3.198	410	2.055	2332	1773	8413	3294	1620	887	10353	13146	10307	6890	3517	14614	7919	6231	5792	9823	5787	2691	7599	2454	4793	2439	11882	3600	15016	13198	3103	21017	29765	18357	11420	12030	1844	1465	2092	3304	7262	3915	1632	1257	9424	18333	9887	6451	2915	14164	7494	7664	5692	11130	5133	2295	4930	2230	4901	2521	9307	4540	14960	13009	2999	18506	26153	16295	9873	13770	2390	936	n/a	n/a
sub-0998	811.9	1567.2	0	18426	992540	992540	0.80613	978328	977938.5274	719.8	333.8	312.1	352.8	596.6	437963.6128	359084.9145	855.9	1231239.904	423.6	1380.2	3200	46168.1	15339.1	1031	244.1	4699.8	0	3780.1	41.7	0	219865.2782	177231.8616	4438	50	1488.8	5809.3	72540.1	7127.6	2.62077	1413284	1.147854	16.3	152	451.1	1279.3	3287.7	218098.3346	181853.0529	4289.6	71	50477.9	15947.9	1187.8	259.5	4025.4	0	3477	51.3	0	1069.7	4896.6	74796.7	7011.4	2.54214	55224	865073.5274	853927.5274	852557	121	588823.6128	775.9	907	2.652	520	3.395	2278	2.758	1282	1.787	318	3.751	199	2.91	2968	2.67	3768	2.635	2624	2.534	1816	2.929	761	2.748	3964	2.205	2201	2.761	2508	1.784	1568	2.535	2490	2.848	1366	2.661	605	2.932	1427	2.834	579	2.884	1198	2.458	1081	1.77	3639	2.327	1074	2.696	4482	2.738	3487	2.579	700	3.365	4926	2.477	6358	2.96	4460	2.483	3240	3.009	2916	2.757	394	3.639	436	2.492	742	2.47	558	3.197	1923	2.785	1378	1.867	266	3.876	371	2.927	2763	2.489	4511	2.622	2475	2.525	1778	3.286	786	2.661	3815	2.242	1972	2.702	2838	1.942	1816	2.387	2773	2.763	1368	2.642	594	2.835	1308	2.597	692	2.661	1172	2.174	1282	1.608	3444	2.157	1008	2.751	4407	2.64	3762	2.532	660	2.984	5658	2.257	6099	2.858	4967	2.464	3441	2.943	3430	2.555	345	4.424	394	2.213	2289	2084	6935	2426	1426	863	9109	11702	8283	5401	2060	11092	6712	4727	4402	9276	4075	2262	4825	2504	3324	1770	9782	3165	13738	9900	2864	14603	22258	12816	12147	9169	2042	1217	1872	1803	6209	2927	1428	1680	7682	13808	7329	5600	2315	9759	6334	5851	5285	10186	3889	1914	3843	2645	2989	2077	8452	3007	12658	10053	2374	15770	20905	13920	12106	9446	2420	980	n/a	n/a
sub-1020	675.6	1223.5	1.6	19913.3	1087120	1087122	0.785502	1074981	1074956.37	863.7	525.5	576.9	596.5	883.5	441541.4858	453378.8843	1008	1383983.293	554.7	1719.4	3934.3	47874.2	13263.1	908.7	110.9	4220.4	0	3827.1	47.6	0	223199.485	225491.8352	4982.5	43	1222.1	5097	79903.1	7816.9	2.52684	1500145	1.083933	6.4	110.1	727.2	1472	3901.7	218342.0007	227887.0492	4662.7	48	47608.5	14270.6	915.3	74.2	3891.4	0	3775	33.8	0	1346.2	4940.3	81299	7010.3	2.41134	58843	964941.3701	955353.3701	953713	91	595135.4858	1202.8	791	2.38	620	3.484	2165	2.665	1412	1.852	371	3.566	219	3.155	2513	2.499	4497	2.579	3337	2.424	2616	2.848	939	2.887	4581	2.228	2864	2.564	2980	1.956	1678	2.396	2256	2.899	1557	2.344	653	2.71	1653	2.707	689	3.247	1178	2.68	1130	1.501	4198	2.102	1223	2.892	5038	2.482	3526	2.425	815	3.204	4099	2.618	6882	2.774	4935	2.179	3403	2.954	4073	2.593	465	4.079	545	2.348	1081	2.773	601	2.708	1926	2.58	1510	1.743	436	3.35	294	2.899	2794	2.545	4994	2.549	3245	2.31	2425	3.064	900	2.649	4137	2.282	2474	2.473	2893	1.96	n/a	n/a	2926	2.602	1377	2.311	504	2.807	1425	2.512	672	2.819	1547	2.413	1383	1.409	3842	1.934	1096	2.427	5206	2.415	4001	2.339	639	2.631	4341	2.271	7072	2.642	5553	2.096	3494	2.805	3732	2.633	525	3.11	314	2.005	1865	2362	6064	2801	1725	1063	7198	13342	9689	7161	2587	12112	7671	6193	4300	8030	3768	2181	5137	3082	3588	1578	9818	3667	13534	9157	2751	12301	21690	11706	11457	11686	2658	1400	2916	1596	5472	2915	2008	1335	7613	14023	8767	7031	2539	10480	6641	5840	n/a	9624	3251	1651	3806	2638	4333	1924	8182	2847	13306	9766	2038	12390	21966	12820	11668	10688	2178	685	n/a	n/a
sub-1053	639.4	2097.4	12.2	18670.2	1101160	1101160	0.714066	1082534	1081941.323	931.7	483.2	459.9	453.5	1157.4	447350.679	458890.6438	870.7	1542098.998	840.1	1664.1	4503.4	43313.6	13621.3	1192.9	450.4	5881.4	0	4070.3	103.9	0	221232.9368	226441.7073	3940.1	56	1504.1	6805.2	82363.4	7550.2	2.43052	1507192	0.977364	18.8	164.7	795.2	1759.7	4400	226117.7421	232448.9365	4196.7	53	45559	13269.7	1723.1	353.1	5928.2	0	4020.5	77.6	0	1568.2	6022	83975.1	6810	2.45665	62261	984972.3227	969623.3227	969072	109	597131.679	713.3	800	2.359	505	2.879	1652	2.748	1305	2.056	428	3.119	188	2.467	3152	2.295	3598	2.322	2658	2.175	2331	2.927	1317	2.609	5554	2.056	2617	2.535	3313	1.959	1850	2.313	2281	2.124	1308	2.4	660	2.874	1837	2.545	725	2.753	1382	2.723	1368	1.908	4015	2.133	1197	2.822	3914	2.725	3890	2.262	857	2.948	6067	2.432	7002	2.807	5635	2.259	3956	2.504	3967	2.599	483	3.463	554	2.618	925	2.423	866	2.994	1991	2.728	1173	1.919	442	3.157	301	2.418	2867	2.588	4622	2.566	2506	2.401	2219	3.116	1085	2.568	6050	2.19	2918	2.342	3070	2.19	1976	2.376	3070	2.485	1608	2.523	751	2.746	1343	2.669	756	2.653	2073	2.558	1275	1.777	3419	1.946	1133	2.849	4343	2.69	4532	2.329	727	2.857	5888	2.251	6093	2.641	6202	2.313	3485	2.651	3423	2.558	495	3.238	346	2.396	1957	1568	4713	3145	1756	644	8286	9583	6868	6724	3696	13080	7274	7041	4757	5827	3320	2230	5208	2606	4374	2471	9264	3537	11419	9216	2777	16857	22204	14004	11304	11327	2242	1685	2276	2551	5635	2409	2151	1020	8178	12951	7108	6734	3139	14544	7476	7265	5478	9335	4143	2386	3833	2617	6252	2030	7312	3278	12602	11279	2446	15213	18441	15431	10574	9524	2219	873	n/a	n/a
sub-1057	697	1295.4	0	20127.6	1198260	1198258	0.799609	1184444	1184602.262	833.5	774.3	933.1	515.9	895.5	493888.3625	486479.8996	1013.1	1498555.637	666.5	1606.5	4080.5	53473.9	16363.4	894.1	96.7	4868.9	0	4452.7	62.4	0	246000.7542	242552.5918	4160.2	115	1679	6384.8	91453.3	8695.5	2.46169	1650137	1.101152	13.7	269.4	795.2	1846	4105.4	247887.6083	243927.3079	4230.6	110	57521.7	15231.7	1027.7	201.7	4251.1	0	3923.1	11.7	0	1498.8	5780.6	90708.9	7585.8	2.49149	63358	1056642.262	1045552.262	1043320	225	667423.3625	1222.7	1156	2.313	614	2.842	2635	2.935	1783	1.883	559	2.451	266	2.181	4040	2.421	5296	2.301	3046	2.069	2299	2.762	961	2.832	5253	1.923	2423	2.674	3595	1.799	1851	2.368	3253	2.625	1233	2.584	1059	2.333	1908	2.82	559	2.883	1254	2.732	1796	1.737	5050	2.265	1290	2.593	5267	2.722	3877	2.499	694	2.967	5718	2.55	7808	3.004	6003	2.11	4201	2.68	3616	2.672	527	2.639	564	2.014	1176	2.805	590	2.718	2038	2.784	1879	1.793	336	2.174	380	2.404	4086	2.392	5871	2.712	3410	2.227	2262	2.884	892	2.854	5700	2.143	2501	2.396	3376	1.927	1571	2.278	3561	2.556	1358	2.361	792	2.343	1644	2.796	790	2.712	1673	2.76	1938	1.545	3773	2.182	1005	2.77	4854	2.571	3979	2.571	1059	2.844	5671	2.359	7984	2.852	5701	2.328	4353	2.823	3568	2.864	519	3.002	420	2.69	2586	1880	8641	3607	1752	781	10909	13586	7323	6300	3039	11911	7180	7022	4757	11106	3239	2613	6087	2107	3509	2918	12395	3650	15233	10266	2516	16701	26135	13947	12608	10373	1945	1219	3134	1542	6256	3612	1090	1265	10583	17060	8861	6734	2879	13554	6683	6945	3907	10910	3228	2099	5338	2950	5469	2747	9010	2892	12940	10461	3366	16411	26650	14160	13995	10909	2271	1280	n/a	n/a
sub-1062	873.3	1734.5	0	23357.1	1198770	1198769	0.755134	1176857	1177108.682	909.9	356.6	396.6	399.8	836.2	485067.3355	488508.3464	915	1587491.782	577.1	1629.1	3602.7	54125.7	14271.6	1191.7	58	7106.5	0	4450	96.3	0	240193.0697	240514.313	4538.1	72	1712.5	5795.8	86742.3	9469.6	2.47397	1719057	1.082876	13.9	113.6	636.2	1747.4	3962.6	244874.2659	247994.0334	4586.8	42	58388.4	14664.1	1266.2	60.6	9049.7	0	4232.3	110.9	0	1599.1	5573.9	89341.1	8127.5	2.44088	63838	1057636.682	1039039.682	1037215	114	660691.3355	987.1	750	2.548	722	2.373	2968	2.665	1535	1.99	366	3.093	193	1.962	3252	2.394	4243	2.557	3225	2.308	2298	2.896	967	2.859	5295	2.178	2609	2.451	3429	2.065	2153	1.983	2807	2.658	1639	2.589	745	2.587	1706	2.594	633	2.521	1480	2.49	1457	1.811	4013	2.199	1262	2.563	5173	2.678	3649	2.41	1028	2.659	5739	2.315	7859	2.742	4234	2.375	4083	2.825	4236	2.7	483	3.136	510	1.953	1015	2.391	612	2.446	1690	2.487	1675	2.031	264	3.585	328	2.367	3574	2.625	5864	2.506	3356	2.325	2420	2.791	979	2.439	4743	2.332	2690	2.29	3649	2.146	1860	1.935	3308	2.494	1916	2.491	831	2.403	1464	2.527	888	2.464	1856	2.442	1516	1.874	3579	2.157	1201	2.568	6065	2.555	3682	2.566	901	2.719	6321	2.159	8261	2.714	5129	2.329	3584	2.724	3437	2.631	336	3.403	344	2.564	2092	1983	8757	3285	1424	502	9051	12208	8975	6605	2932	13533	6875	7834	4777	9656	4607	2260	5134	2106	4310	2347	10293	3344	15134	9605	3267	15875	24498	10843	13168	12944	1910	1026	2347	1493	4552	3626	1344	1065	10377	16827	9787	6927	2479	12300	6952	8154	4111	10556	5092	2300	4190	2774	5457	2562	8799	3204	16853	9861	2678	16341	26007	13321	11755	10203	1577	1071	n/a	n/a
sub-1063	1309.4	2121.1	0	20187.2	1240570	1240572	0.719406	1205857	1205744.136	1136.4	477.5	527.9	528.6	1031.1	513887.5193	494520.6169	972.9	1724438.596	572.2	1542.5	3647.6	54164.2	13709.7	1299.4	383.5	15757.3	0	4161.3	72.5	0	257761.1471	247603.914	3988.3	75	1507.8	6828.1	94906.4	8577.5	2.4357	1808207	1.048577	18.8	106.5	703.7	1516.9	3758.7	256126.3722	246916.7029	4238.7	64	54952	13721.7	1576.8	247.6	11135.8	0	4017.7	100	0	1592	6427.8	94184.6	7183.1	2.41695	62237	1102838.136	1072374.136	1070762	139	684885.5193	1289.6	997	2.61	882	2.409	2800	2.681	1762	1.881	335	2.601	269	2.108	3648	2.349	5600	2.399	3574	2.323	2617	2.857	1038	2.864	5976	1.979	2797	2.376	3062	2.042	2205	2.073	3480	2.532	1658	2.598	783	2.785	1954	2.734	684	2.546	1666	2.561	1433	1.789	4405	2.176	1304	2.709	5707	2.757	4132	2.431	993	2.651	5985	2.369	8099	2.798	6242	2.202	3850	2.608	3853	2.546	536	2.707	582	2.466	976	2.852	570	2.82	2634	2.603	1749	1.817	258	2.868	300	2.527	3012	2.407	6124	2.487	2971	2.109	2650	2.723	1099	2.547	5288	2.182	2771	2.424	3495	2.07	2093	1.973	3530	2.576	1776	2.484	810	2.678	1536	2.67	744	2.417	1964	2.498	1791	1.697	4135	2.063	1256	2.597	5370	2.675	4274	2.448	587	2.799	6623	2.326	9260	2.636	5906	2.154	4067	2.783	3784	2.569	424	3.141	359	2.713	2503	2397	8474	3501	1215	794	9813	15109	10074	7555	3047	13504	7559	7175	5015	10898	4565	2600	6006	2389	5055	2375	11001	3907	16733	10544	3083	16853	26352	15075	11440	10663	1990	1580	2618	1859	7639	3333	1213	1121	7964	16685	7664	7488	2788	13181	7852	7688	4863	11473	4759	2580	4640	2438	5842	2857	9482	3599	15468	11109	1956	18755	28714	13949	13478	11096	2067	1051	n/a	n/a
sub-1069	657.1	1468.6	0	18903.2	1174530	1174531	0.777718	1145539	1145462.261	994.9	464.8	473.1	421.3	1214.5	479021.3048	495431.9566	1582.3	1510226.863	760.4	1315.6	3984.7	40239.7	12825.7	1335.7	128.4	11155	0	3786.7	0	0	238292.136	246170.4129	3931	45	1601	5693.6	85760.6	7952.1	2.50527	1642979	1.087902	12.9	104	749.5	1438	3929.1	240729.1688	249261.5437	4135.5	32	45573.6	14312.7	1757.2	91.1	11366.1	0	3763.1	61.2	0	1562.1	5369.8	86389.7	8031.4	2.50661	59990	1062230.261	1036596.261	1034439	77	623884.3048	1786.7	1155	2.206	559	3.297	2824	2.853	1301	2.063	354	2.986	233	2.76	3367	2.172	4763	2.4	3160	2.07	1996	2.897	1017	2.6	4710	1.877	2639	2.785	2809	1.96	2014	2.567	2944	2.561	1308	2.407	675	2.759	1701	2.548	732	2.845	1289	2.421	961	1.87	3939	2.039	1043	2.779	5269	2.738	3492	2.401	856	3.22	6409	2.601	7248	3.064	6195	2.277	3895	2.859	3941	2.546	530	3.243	432	2.149	1056	2.595	679	2.638	2557	2.71	1649	2.138	342	3.087	250	3.359	3258	2.674	6052	2.618	3029	2.405	2027	3.012	890	2.666	4127	2.153	2385	2.432	3426	1.965	2056	2.289	3463	2.707	1434	2.412	602	2.814	1396	2.59	722	2.255	1378	2.274	1031	1.764	4025	2.129	1027	2.885	5406	2.636	3696	2.486	552	2.721	6517	2.19	7009	2.867	5822	2.301	3915	2.833	3693	2.74	577	3.854	340	2.32	2533	1802	8761	3014	1513	933	8695	13157	8074	5785	2728	10849	7859	5811	5596	9350	3455	2174	4773	2669	3700	1826	8964	3038	15841	9090	3097	18998	24984	15411	12830	11202	2482	939	2623	1837	7948	4097	1346	1261	9980	17004	8714	5843	2527	10640	6275	7132	5429	11558	3644	1852	4005	2177	3760	1804	9567	2807	15379	9516	1655	17400	23291	14594	12679	11101	3038	823	n/a	n/a
sub-1084	761.4	1293.2	0	20806.6	1165570	1165571	0.769308	1143783	1143781.457	974.6	479.4	445.1	520.3	1093.4	481144.2477	469850.2098	993.6	1515090.325	610.6	1732.6	4248.3	49850.8	14481.5	967	193.7	8246.5	0	3908.8	4.5	0	242114.4022	234942.3702	4093.6	72	1565.2	6569.5	89103.6	7049.3	2.45646	1636633	1.080221	9	50.2	742.9	1630.5	4324.5	239029.8455	234907.8396	4496.2	51	54102.1	14189.6	1325.9	119.6	8222.8	0	3773.4	44.5	0	1491.4	6033.2	88875.5	6958.2	2.42942	61070	1032436.457	1013566.457	1012023	123	646520.2477	824.2	774	2.254	651	2.872	2547	2.572	1482	1.804	441	2.185	210	2.788	3522	2.353	4633	2.392	2723	2.262	2453	2.889	1018	2.587	5196	2.047	2653	2.559	3786	2.053	1919	2.316	3064	2.709	1538	2.349	816	2.644	2243	2.589	755	2.473	1449	2.293	1707	1.8	4508	2.182	1024	2.567	4937	2.673	4000	2.35	935	3.072	6219	2.343	7429	2.89	5198	2.295	4175	2.749	4026	2.704	575	3.805	494	2.265	1104	2.62	912	2.528	1963	2.428	1780	1.909	148	3.547	305	2.39	3715	2.468	5300	2.601	2591	2.373	2179	2.903	965	2.703	5225	2.269	2644	2.441	3675	2.041	2065	2.31	3561	2.586	1685	2.475	695	2.337	1167	2.754	791	2.751	1682	2.352	1812	1.722	3863	2.171	1162	2.55	5169	2.524	3826	2.474	783	2.907	6256	2.149	7375	2.672	5844	2.244	3882	2.723	3914	2.498	396	4.129	445	2.146	1740	1968	7082	2852	1096	857	9014	12275	7387	7340	2738	12229	7445	8309	5080	10545	3711	2451	6436	2455	3883	2812	11053	2749	14181	10070	3204	16948	23973	13376	13408	12024	3232	1266	2781	2756	5354	3540	583	1084	10130	15332	7263	6346	2677	12843	7230	7788	5526	11735	4318	1841	3551	2824	4443	2742	9332	3132	14287	9682	2628	16067	23053	14482	12348	10833	2418	1076	n/a	n/a
